bunker_date,vessel_id,port_name,fuel_grade,quantity_mt,unit_price_usd,total_cost_usd,supplier,rob_before_mt,rob_after_mt,source_system,ingestion_date
2022-04-10,91,Hamburg,LNG,2596.72,584.68,1518250.25,Integr8,231.33,2950.47,BUNKERWORLD,2026-04-06
2022-04-14,129,Rotterdam,VLSFO,2459.85,587.47,1445088.08,Integr8,1715.85,1019.21,BUNKERWORLD,2026-04-06
2022-04-29,71,Shanghai,MGO,729.08,768.66,560414.63,Bomin,1548.74,1747.11,BUNKERWORLD,2026-04-06
2022-04-12,102,Hamburg,LSMGO,897.93,737.05,661819.31,Bunker One,1559.08,553.62,BUNKERWORLD,2026-04-06
2022-06-21,47,Melbourne,VLSFO,2671.9,719.35,1922031.27,Bunker One,114.41,2433.27,BUNKERWORLD,2026-04-06
2022-05-22,85,Dubai,HFO,2613.04,679.29,1775011.94,World Fuel Services,936.5,1735.58,BUNKERWORLD,2026-04-06
2022-06-16,60,Busan,HFO,2561.52,760.84,1948906.88,Peninsula,1183.79,2624.09,BUNKERWORLD,2026-04-06
2022-05-09,136,Rotterdam,LSMGO,1010.88,397.93,402259.48,Integr8,922.77,2524.74,BUNKERWORLD,2026-04-06
2022-05-07,56,Santos,MGO,1940.55,358.39,695473.71,Integr8,517.38,640.62,BUNKERWORLD,2026-04-06
2022-05-02,60,Rotterdam,LSMGO,1423.77,786.0,1119083.22,World Fuel Services,804.42,1831.68,BUNKERWORLD,2026-04-06
2022-06-05,134,Busan,HFO,1640.68,762.37,1250805.21,Integr8,1653.36,2435.07,BUNKERWORLD,2026-04-06
2022-06-18,136,Dubai,LSMGO,2528.8,795.27,2011078.78,Bunker One,1814.3,2125.63,BUNKERWORLD,2026-04-06
2022-04-15,146,Shanghai,VLSFO,1696.63,764.91,1297769.25,Integr8,1866.78,1942.71,BUNKERWORLD,2026-04-06
2022-06-10,94,Singapore,HFO,2291.02,829.63,1900698.92,Bunker One,1316.04,2153.67,BUNKERWORLD,2026-04-06
2022-05-04,99,Dubai,MGO,417.25,785.29,327662.25,Peninsula,1645.2,2584.36,BUNKERWORLD,2026-04-06
2022-06-07,27,Montreal,VLSFO,1071.9,626.52,671566.79,Integr8,810.71,1350.63,BUNKERWORLD,2026-04-06
2022-04-21,2,Singapore,VLSFO,1140.23,711.0,810703.53,Bomin,966.21,1992.79,BUNKERWORLD,2026-04-06
2022-04-15,147,Rotterdam,LNG,827.46,537.18,444494.96,Peninsula,427.91,2095.07,BUNKERWORLD,2026-04-06
2022-06-23,47,Hamburg,HFO,714.73,702.08,501797.64,Bomin,1422.14,1195.19,BUNKERWORLD,2026-04-06
2022-04-09,96,Melbourne,LSMGO,2761.38,430.14,1187779.99,Peninsula,983.02,1373.41,BUNKERWORLD,2026-04-06
2022-05-30,18,Busan,VLSFO,1102.54,832.69,918074.03,World Fuel Services,1458.04,1138.65,BUNKERWORLD,2026-04-06
2022-04-11,12,Rotterdam,LNG,2854.7,656.36,1873710.89,Peninsula,1398.21,1670.79,BUNKERWORLD,2026-04-06
2022-05-03,76,Montreal,HFO,2386.59,492.78,1176063.82,Integr8,145.6,2373.32,BUNKERWORLD,2026-04-06
2022-04-30,6,Singapore,MGO,805.6,443.93,357630.01,World Fuel Services,1271.13,637.15,BUNKERWORLD,2026-04-06
2022-05-26,102,Shanghai,LSMGO,1287.39,363.63,468133.63,Bunker One,529.58,771.06,BUNKERWORLD,2026-04-06
2022-04-15,6,Hamburg,LNG,260.45,580.43,151172.99,Bomin,100.25,2725.86,BUNKERWORLD,2026-04-06
2022-03-29,2,Shanghai,LNG,1041.21,747.21,778002.52,Peninsula,1023.79,2866.51,BUNKERWORLD,2026-04-06
2022-06-07,28,Shanghai,VLSFO,807.54,649.62,524594.13,Peninsula,1701.07,1587.49,BUNKERWORLD,2026-04-06
2022-05-14,145,Melbourne,HFO,2552.16,845.23,2157162.2,World Fuel Services,1275.46,1104.28,BUNKERWORLD,2026-04-06
2022-05-26,135,Shanghai,LSMGO,2585.88,679.14,1756174.54,Bomin,1248.89,2413.1,BUNKERWORLD,2026-04-06
2022-04-07,30,Busan,MGO,2080.56,502.8,1046105.57,Integr8,108.59,2336.91,BUNKERWORLD,2026-04-06
2022-05-13,76,Montreal,LSMGO,1920.21,548.03,1052332.69,World Fuel Services,728.29,1247.28,BUNKERWORLD,2026-04-06
2022-04-28,6,Houston,MGO,2909.5,403.14,1172935.83,World Fuel Services,825.5,724.3,BUNKERWORLD,2026-04-06
2022-05-28,59,Shanghai,HFO,1821.61,800.06,1457397.3,Integr8,1875.51,1768.36,BUNKERWORLD,2026-04-06
2022-04-03,84,Santos,LNG,2455.09,843.79,2071580.39,Integr8,1427.74,2697.61,BUNKERWORLD,2026-04-06
2022-04-19,73,Melbourne,VLSFO,727.89,571.64,416091.04,Integr8,592.67,2175.98,BUNKERWORLD,2026-04-06
2022-05-12,119,Santos,HFO,315.13,548.66,172899.23,World Fuel Services,1591.09,2175.85,BUNKERWORLD,2026-04-06
2022-05-21,76,Montreal,VLSFO,1619.09,586.12,948981.03,World Fuel Services,457.38,827.29,BUNKERWORLD,2026-04-06
2022-05-10,123,Shanghai,VLSFO,2886.25,365.5,1054924.38,Peninsula,747.38,884.59,BUNKERWORLD,2026-04-06
2022-04-30,136,Rotterdam,VLSFO,318.08,819.84,260774.71,Integr8,793.64,1418.9,BUNKERWORLD,2026-04-06
2022-06-05,100,Busan,LNG,1374.37,498.9,685673.19,World Fuel Services,236.69,2970.48,BUNKERWORLD,2026-04-06
2022-06-18,2,Dubai,LNG,631.07,439.96,277645.56,Integr8,1077.58,2791.97,BUNKERWORLD,2026-04-06
2022-03-30,124,Hamburg,LNG,2141.12,357.48,765407.58,Bunker One,328.6,2583.3,BUNKERWORLD,2026-04-06
2022-05-26,80,Shanghai,MGO,1633.0,487.91,796757.03,Integr8,1200.36,1886.85,BUNKERWORLD,2026-04-06
2022-06-07,103,Rotterdam,HFO,1880.64,817.67,1537742.91,Integr8,1756.14,1540.21,BUNKERWORLD,2026-04-06
2022-04-07,117,Montreal,LSMGO,1536.01,524.81,806113.41,Bunker One,637.84,841.73,BUNKERWORLD,2026-04-06
2022-06-11,34,Dubai,LNG,2071.14,768.43,1591526.11,Bunker One,321.34,2661.47,BUNKERWORLD,2026-04-06
2022-05-31,53,Melbourne,HFO,401.49,778.12,312407.4,Bunker One,1538.27,2181.93,BUNKERWORLD,2026-04-06
2022-04-04,38,Melbourne,LSMGO,904.59,829.05,749950.34,Integr8,1008.76,2534.12,BUNKERWORLD,2026-04-06
2022-05-08,21,Singapore,LNG,291.04,395.71,115167.44,Peninsula,774.14,1454.2,BUNKERWORLD,2026-04-06
2022-06-21,129,Shanghai,HFO,406.13,442.78,179826.24,Bomin,1070.02,1178.77,BUNKERWORLD,2026-04-06
2022-05-20,48,Shanghai,VLSFO,546.28,652.17,356267.43,Bunker One,1182.97,1234.14,BUNKERWORLD,2026-04-06
2022-06-17,100,Shanghai,HFO,76.53,693.09,53042.18,World Fuel Services,1362.85,809.5,BUNKERWORLD,2026-04-06
2022-05-03,130,Busan,LSMGO,1854.15,523.7,971018.36,Bomin,1915.99,2189.43,BUNKERWORLD,2026-04-06
2022-05-17,20,Rotterdam,VLSFO,2632.9,366.32,964483.93,Bunker One,1048.13,610.32,BUNKERWORLD,2026-04-06
2022-04-24,4,Shanghai,LSMGO,1994.91,793.22,1582402.51,Bomin,1636.51,1093.42,BUNKERWORLD,2026-04-06
2022-04-28,110,Melbourne,VLSFO,1802.4,762.95,1375141.08,Peninsula,237.5,2616.89,BUNKERWORLD,2026-04-06
2022-06-15,46,Montreal,MGO,2321.52,413.14,959112.77,Bunker One,783.0,1429.1,BUNKERWORLD,2026-04-06
2022-05-04,32,Busan,LNG,314.84,754.53,237556.23,Integr8,411.42,2945.09,BUNKERWORLD,2026-04-06
2022-05-23,21,Hamburg,VLSFO,404.7,770.15,311679.7,World Fuel Services,1856.93,2703.21,BUNKERWORLD,2026-04-06
2022-04-13,35,Busan,VLSFO,2280.81,557.71,1272030.55,Peninsula,551.41,2211.58,BUNKERWORLD,2026-04-06
2022-04-17,44,Shanghai,VLSFO,927.75,722.36,670169.49,Peninsula,1350.59,1922.17,BUNKERWORLD,2026-04-06
2022-04-19,2,Rotterdam,HFO,1564.64,624.85,977665.3,Integr8,496.21,2777.87,BUNKERWORLD,2026-04-06
2022-04-07,65,Montreal,MGO,1164.36,576.5,671253.54,World Fuel Services,1659.64,591.74,BUNKERWORLD,2026-04-06
2022-05-21,43,Rotterdam,LSMGO,1576.05,640.42,1009333.94,Peninsula,1037.65,2729.87,BUNKERWORLD,2026-04-06
2022-04-01,118,Melbourne,MGO,737.65,463.25,341716.36,Bomin,1348.02,1848.34,BUNKERWORLD,2026-04-06
2022-04-05,123,Dubai,LSMGO,1240.06,676.56,838974.99,Bomin,642.7,1514.1,BUNKERWORLD,2026-04-06
2022-05-24,135,Busan,VLSFO,564.94,701.16,396113.33,Peninsula,200.97,1159.14,BUNKERWORLD,2026-04-06
2022-05-10,9,Montreal,MGO,1607.7,650.06,1045101.46,Bomin,589.6,717.36,BUNKERWORLD,2026-04-06
2022-04-05,6,Santos,MGO,787.37,466.04,366945.91,Integr8,207.14,759.96,BUNKERWORLD,2026-04-06
2022-03-30,76,Rotterdam,LSMGO,129.7,636.2,82515.14,Bunker One,659.41,1514.86,BUNKERWORLD,2026-04-06
2022-04-08,70,Montreal,LNG,2325.93,596.68,1387835.91,Peninsula,1767.21,918.51,BUNKERWORLD,2026-04-06
2022-05-16,5,Shanghai,LNG,944.9,425.92,402451.81,Bunker One,1784.98,1718.65,BUNKERWORLD,2026-04-06
2022-05-12,48,Singapore,HFO,1745.79,837.69,1462430.83,World Fuel Services,1629.65,855.62,BUNKERWORLD,2026-04-06
2022-04-08,129,Dubai,HFO,1305.42,611.83,798695.12,Peninsula,980.04,1158.84,BUNKERWORLD,2026-04-06
2022-05-28,146,Hamburg,LNG,1668.02,539.96,900664.08,Integr8,314.21,1782.32,BUNKERWORLD,2026-04-06
2022-05-16,132,Rotterdam,LSMGO,1220.44,356.05,434537.66,Integr8,1309.02,2578.94,BUNKERWORLD,2026-04-06
2022-05-10,66,Hamburg,HFO,2655.91,452.41,1201560.24,Integr8,1714.63,884.43,BUNKERWORLD,2026-04-06
2022-06-22,144,Montreal,LSMGO,2554.36,430.85,1100546.01,Integr8,566.01,2502.49,BUNKERWORLD,2026-04-06
2022-05-09,123,Houston,LNG,1510.1,759.62,1147102.16,Bomin,772.94,1204.0,BUNKERWORLD,2026-04-06
2022-05-22,142,Montreal,LNG,1403.41,622.27,873299.94,World Fuel Services,165.24,1461.46,BUNKERWORLD,2026-04-06
2022-06-20,109,Hamburg,MGO,1997.15,399.25,797362.14,Bunker One,696.71,521.88,BUNKERWORLD,2026-04-06
2022-05-15,117,Houston,LNG,2639.74,789.07,2082939.64,World Fuel Services,1047.79,547.42,BUNKERWORLD,2026-04-06
2022-05-31,24,Montreal,LSMGO,1242.64,582.14,723390.45,Peninsula,192.34,2798.24,BUNKERWORLD,2026-04-06
2022-04-07,16,Singapore,HFO,1732.92,503.72,872906.46,Bomin,1385.49,1607.03,BUNKERWORLD,2026-04-06
2022-06-10,81,Shanghai,LNG,2474.75,756.81,1872915.55,Peninsula,1074.78,2092.47,BUNKERWORLD,2026-04-06
2022-05-29,114,Rotterdam,MGO,1964.57,828.02,1626703.25,World Fuel Services,594.23,880.31,BUNKERWORLD,2026-04-06
2022-04-14,127,Dubai,HFO,2669.28,468.9,1251625.39,Integr8,1396.03,1949.56,BUNKERWORLD,2026-04-06
2022-04-15,135,Hamburg,LSMGO,2007.1,378.21,759105.29,Bunker One,1046.23,902.85,BUNKERWORLD,2026-04-06
2022-05-07,29,Dubai,MGO,2413.44,668.57,1613553.58,Peninsula,1625.43,2320.9,BUNKERWORLD,2026-04-06
2022-04-15,39,Rotterdam,VLSFO,2276.28,784.49,1785718.9,Peninsula,1184.45,2471.78,BUNKERWORLD,2026-04-06
2022-05-13,97,Rotterdam,HFO,337.84,720.92,243555.61,World Fuel Services,312.38,860.82,BUNKERWORLD,2026-04-06
2022-06-21,1,Rotterdam,LSMGO,80.54,485.25,39082.04,Peninsula,1572.56,799.42,BUNKERWORLD,2026-04-06
2022-04-01,72,Busan,MGO,2104.02,797.49,1677934.91,Bunker One,1083.0,876.35,BUNKERWORLD,2026-04-06
2022-06-19,37,Santos,HFO,1617.74,726.24,1174867.5,Bomin,1381.41,2349.59,BUNKERWORLD,2026-04-06
2022-05-26,21,Houston,MGO,1230.29,687.35,845639.83,Integr8,822.13,2724.05,BUNKERWORLD,2026-04-06
2022-04-14,34,Dubai,LNG,852.81,523.44,446394.87,World Fuel Services,1755.69,1249.07,BUNKERWORLD,2026-04-06
2022-04-09,20,Singapore,HFO,703.31,720.63,506826.29,Bomin,1031.1,2505.84,BUNKERWORLD,2026-04-06
2022-05-15,39,Hamburg,VLSFO,2917.21,351.13,1024319.95,Bunker One,1554.35,2243.62,BUNKERWORLD,2026-04-06
2022-05-16,43,Rotterdam,VLSFO,1265.03,643.75,814363.06,Integr8,913.87,2299.56,BUNKERWORLD,2026-04-06
2022-06-23,26,Hamburg,MGO,939.05,477.52,448415.16,Bomin,441.27,2257.4,BUNKERWORLD,2026-04-06
2022-03-27,24,Dubai,MGO,1248.4,686.17,856614.63,Peninsula,1104.36,2371.82,BUNKERWORLD,2026-04-06
2022-05-21,48,Busan,LNG,687.08,834.37,573278.94,Bunker One,1811.76,560.34,BUNKERWORLD,2026-04-06
2022-06-08,33,Houston,MGO,155.03,492.18,76302.67,Bunker One,1026.6,1627.88,BUNKERWORLD,2026-04-06
2022-05-10,30,Shanghai,VLSFO,2005.5,509.18,1021160.49,World Fuel Services,295.69,931.95,BUNKERWORLD,2026-04-06
2022-04-19,145,Melbourne,LSMGO,2076.18,739.81,1535978.73,Integr8,664.97,1419.53,BUNKERWORLD,2026-04-06
2022-05-12,29,Rotterdam,HFO,2930.69,667.34,1955766.66,World Fuel Services,556.03,2411.43,BUNKERWORLD,2026-04-06
2022-04-06,14,Singapore,LSMGO,211.4,402.16,85016.62,Integr8,1850.85,2391.52,BUNKERWORLD,2026-04-06
2022-06-07,141,Shanghai,LSMGO,1807.52,637.8,1152836.26,Bomin,723.15,2564.66,BUNKERWORLD,2026-04-06
2022-04-21,32,Hamburg,VLSFO,1739.31,841.06,1462864.07,Bomin,1336.12,1197.22,BUNKERWORLD,2026-04-06
2022-05-27,8,Hamburg,MGO,1275.41,654.16,834322.21,Bomin,550.34,1215.47,BUNKERWORLD,2026-04-06
2022-04-13,76,Singapore,LNG,2726.41,367.82,1002828.13,World Fuel Services,688.72,792.57,BUNKERWORLD,2026-04-06
2022-05-31,5,Santos,LNG,1662.03,748.94,1244760.75,World Fuel Services,1809.23,2166.68,BUNKERWORLD,2026-04-06
2022-06-03,76,Hamburg,HFO,281.9,654.23,184427.44,Bomin,1243.92,1351.97,BUNKERWORLD,2026-04-06
2022-05-15,121,Dubai,HFO,1558.54,552.28,860750.47,Peninsula,1912.34,1339.21,BUNKERWORLD,2026-04-06
2022-05-19,128,Houston,LSMGO,206.28,395.47,81577.55,Bomin,1987.63,679.2,BUNKERWORLD,2026-04-06
2022-04-21,46,Shanghai,LNG,2694.12,592.24,1595565.63,Integr8,1720.42,1508.0,BUNKERWORLD,2026-04-06
2022-05-14,53,Melbourne,LNG,274.19,809.03,221827.94,Peninsula,504.51,1932.71,BUNKERWORLD,2026-04-06
2022-05-13,36,Montreal,MGO,2086.76,648.98,1354265.5,Integr8,1259.52,1677.39,BUNKERWORLD,2026-04-06
2022-06-22,96,Montreal,VLSFO,2676.61,754.4,2019234.58,World Fuel Services,1730.37,745.31,BUNKERWORLD,2026-04-06
2022-04-25,2,Busan,HFO,2395.14,520.29,1246167.39,Integr8,720.32,1059.5,BUNKERWORLD,2026-04-06
2022-04-21,134,Rotterdam,HFO,2396.68,486.36,1165649.28,Peninsula,1874.74,1328.76,BUNKERWORLD,2026-04-06
2022-05-11,33,Melbourne,HFO,708.74,493.94,350075.04,Integr8,1984.92,574.44,BUNKERWORLD,2026-04-06
2022-04-29,36,Shanghai,LSMGO,2045.43,593.43,1213819.52,World Fuel Services,1537.13,1294.96,BUNKERWORLD,2026-04-06
2022-05-31,39,Montreal,VLSFO,2250.9,618.32,1391776.49,World Fuel Services,1458.71,1751.57,BUNKERWORLD,2026-04-06
2022-06-22,46,Montreal,MGO,814.02,695.71,566321.85,World Fuel Services,1865.17,2618.38,BUNKERWORLD,2026-04-06
2022-06-13,11,Hamburg,LNG,1056.86,573.23,605823.86,Peninsula,928.58,2187.01,BUNKERWORLD,2026-04-06
2022-06-04,109,Shanghai,HFO,2766.74,738.52,2043292.82,Peninsula,595.21,2619.18,BUNKERWORLD,2026-04-06
2022-04-08,34,Shanghai,LNG,520.45,679.16,353468.82,World Fuel Services,1932.16,1226.46,BUNKERWORLD,2026-04-06
2022-05-21,146,Busan,VLSFO,2672.04,685.6,1831950.62,Peninsula,955.54,2036.52,BUNKERWORLD,2026-04-06
2022-04-06,141,Busan,LNG,1023.25,614.68,628971.31,Peninsula,650.03,842.35,BUNKERWORLD,2026-04-06
2022-04-21,32,Singapore,MGO,818.82,795.3,651207.55,Integr8,300.79,1694.5,BUNKERWORLD,2026-04-06
2022-03-31,41,Rotterdam,MGO,1756.74,362.71,637187.17,World Fuel Services,492.41,2951.02,BUNKERWORLD,2026-04-06
2022-05-10,132,Shanghai,MGO,1341.97,385.67,517557.57,Peninsula,1335.18,1026.03,BUNKERWORLD,2026-04-06
2022-04-22,93,Montreal,HFO,2964.65,772.73,2290873.99,Integr8,590.29,1245.33,BUNKERWORLD,2026-04-06
2022-04-20,79,Montreal,VLSFO,2449.4,469.75,1150605.65,Bomin,428.25,2966.62,BUNKERWORLD,2026-04-06
2022-05-09,131,Santos,LNG,1252.72,411.13,515030.77,Peninsula,1787.2,1272.31,BUNKERWORLD,2026-04-06
2022-04-05,82,Shanghai,LSMGO,2098.86,562.21,1180000.08,Peninsula,1405.99,706.87,BUNKERWORLD,2026-04-06
2022-06-11,21,Melbourne,LSMGO,1019.48,557.48,568339.71,Integr8,1056.11,1065.48,BUNKERWORLD,2026-04-06
2022-05-21,117,Hamburg,VLSFO,395.98,369.01,146120.58,Bunker One,1989.01,2158.37,BUNKERWORLD,2026-04-06
2022-05-02,21,Dubai,VLSFO,1718.46,706.77,1214555.97,World Fuel Services,292.87,650.42,BUNKERWORLD,2026-04-06
2022-05-29,133,Houston,VLSFO,1699.58,827.37,1406181.5,Bunker One,1680.3,2142.03,BUNKERWORLD,2026-04-06
2022-05-17,24,Melbourne,LSMGO,2773.88,376.43,1044171.65,World Fuel Services,198.9,2041.89,BUNKERWORLD,2026-04-06
2022-04-20,45,Hamburg,HFO,2313.66,377.98,874517.21,World Fuel Services,1593.03,827.65,BUNKERWORLD,2026-04-06
2022-03-31,136,Santos,LNG,1413.65,594.62,840584.56,Bomin,1703.3,2159.69,BUNKERWORLD,2026-04-06
2022-04-23,13,Shanghai,MGO,1663.08,767.31,1276097.91,World Fuel Services,249.05,784.56,BUNKERWORLD,2026-04-06
2022-06-06,7,Hamburg,VLSFO,1173.23,491.25,576349.24,Bunker One,1595.8,1168.52,BUNKERWORLD,2026-04-06
2022-04-14,96,Hamburg,LSMGO,2835.96,581.18,1648203.23,Integr8,712.36,2342.14,BUNKERWORLD,2026-04-06
2022-06-19,97,Hamburg,VLSFO,380.64,444.27,169106.93,Bunker One,1978.42,2725.15,BUNKERWORLD,2026-04-06
2022-06-15,13,Hamburg,VLSFO,2951.36,443.59,1309193.78,Bomin,1244.8,1425.61,BUNKERWORLD,2026-04-06
2022-06-14,9,Melbourne,VLSFO,705.88,833.06,588040.39,Bomin,1106.5,1679.14,BUNKERWORLD,2026-04-06
2022-04-17,101,Rotterdam,VLSFO,1915.76,449.01,860195.4,Peninsula,927.3,2126.49,BUNKERWORLD,2026-04-06
2022-06-06,132,Houston,HFO,2384.27,737.66,1758780.61,Peninsula,702.63,2485.81,BUNKERWORLD,2026-04-06
2022-04-15,82,Shanghai,LSMGO,1156.29,411.36,475651.45,Peninsula,1838.87,2106.03,BUNKERWORLD,2026-04-06
2022-05-15,125,Busan,MGO,1717.61,423.9,728094.88,Bunker One,1923.25,1587.59,BUNKERWORLD,2026-04-06
2022-06-24,150,Singapore,VLSFO,1854.05,662.79,1228845.8,Bunker One,1949.86,1404.83,BUNKERWORLD,2026-04-06
2022-05-20,104,Dubai,LSMGO,1684.28,745.83,1256186.55,Peninsula,1646.71,1199.19,BUNKERWORLD,2026-04-06
2022-06-03,116,Busan,HFO,975.3,594.53,579845.11,World Fuel Services,1646.35,2044.16,BUNKERWORLD,2026-04-06
2022-04-06,119,Shanghai,VLSFO,1945.09,371.53,722659.29,Bunker One,471.1,2064.99,BUNKERWORLD,2026-04-06
2022-05-07,106,Shanghai,VLSFO,1793.47,526.02,943401.09,World Fuel Services,830.23,2735.5,BUNKERWORLD,2026-04-06
2022-04-15,115,Hamburg,LSMGO,171.39,419.33,71868.97,Integr8,528.62,2918.64,BUNKERWORLD,2026-04-06
2022-04-26,113,Singapore,LNG,712.06,488.66,347955.24,Integr8,926.11,593.75,BUNKERWORLD,2026-04-06
2022-04-23,13,Santos,LNG,2168.48,612.06,1327239.87,Integr8,873.27,1899.34,BUNKERWORLD,2026-04-06
2022-06-22,119,Shanghai,LSMGO,2534.93,620.78,1573633.85,Bunker One,1884.82,1472.51,BUNKERWORLD,2026-04-06
2022-06-12,7,Montreal,LSMGO,1785.06,792.06,1413874.62,Integr8,1056.86,705.06,BUNKERWORLD,2026-04-06
2022-06-05,62,Rotterdam,MGO,1807.66,802.25,1450195.24,Bunker One,777.45,1559.8,BUNKERWORLD,2026-04-06
2022-03-29,96,Shanghai,VLSFO,2022.6,501.61,1014556.39,Peninsula,1012.33,1423.87,BUNKERWORLD,2026-04-06
2022-05-04,60,Melbourne,HFO,1711.38,528.94,905217.34,World Fuel Services,1419.15,1847.33,BUNKERWORLD,2026-04-06
2022-05-16,130,Shanghai,LNG,1131.01,386.57,437214.54,Bomin,1213.98,2703.47,BUNKERWORLD,2026-04-06
2022-04-17,123,Dubai,LSMGO,2719.79,710.01,1931078.1,Bomin,1442.9,506.9,BUNKERWORLD,2026-04-06
2022-04-25,69,Busan,LNG,1348.72,503.58,679188.42,Integr8,1087.32,1542.24,BUNKERWORLD,2026-04-06
2022-04-25,55,Montreal,MGO,1647.87,393.2,647942.48,Integr8,681.77,1270.36,BUNKERWORLD,2026-04-06
