bunker_date,vessel_id,port_name,fuel_grade,quantity_mt,unit_price_usd,total_cost_usd,supplier,rob_before_mt,rob_after_mt,source_system,ingestion_date
2022-10-05,2,Hamburg,HFO,764.31,718.89,549454.82,Bunker One,1062.82,948.98,BUNKERWORLD,2026-04-06
2022-12-20,149,Dubai,LSMGO,2216.8,581.24,1288492.83,Bomin,612.75,897.51,BUNKERWORLD,2026-04-06
2022-11-23,63,Singapore,LSMGO,1731.18,673.27,1165551.56,Bunker One,588.1,2910.87,BUNKERWORLD,2026-04-06
2022-11-05,53,Santos,LNG,1726.42,690.16,1191506.03,Bunker One,500.51,1884.01,BUNKERWORLD,2026-04-06
2022-09-24,148,Santos,LSMGO,530.5,553.64,293706.02,World Fuel Services,514.66,1788.19,BUNKERWORLD,2026-04-06
2022-12-13,120,Montreal,LNG,2634.84,398.72,1050563.4,Bunker One,1300.15,1762.23,BUNKERWORLD,2026-04-06
2022-10-19,112,Hamburg,VLSFO,1369.54,352.29,482475.25,Integr8,1784.59,1554.62,BUNKERWORLD,2026-04-06
2022-10-27,28,Montreal,MGO,1924.72,522.63,1005916.41,World Fuel Services,1464.07,1495.98,BUNKERWORLD,2026-04-06
2022-12-08,104,Hamburg,LSMGO,550.32,364.13,200388.02,Bomin,1084.99,905.2,BUNKERWORLD,2026-04-06
2022-10-01,95,Busan,LNG,1331.87,808.39,1076670.39,Bunker One,660.16,2239.96,BUNKERWORLD,2026-04-06
2022-12-10,94,Busan,LNG,1968.11,632.33,1244495.0,Integr8,1507.79,2918.46,BUNKERWORLD,2026-04-06
2022-12-10,18,Houston,LSMGO,473.06,541.72,256266.06,Bomin,1941.28,1333.01,BUNKERWORLD,2026-04-06
2022-11-28,64,Rotterdam,HFO,588.17,693.61,407960.59,Peninsula,430.58,1692.55,BUNKERWORLD,2026-04-06
2022-09-30,84,Montreal,LNG,274.22,826.89,226749.78,Bomin,122.71,1819.99,BUNKERWORLD,2026-04-06
2022-11-27,89,Santos,MGO,269.54,480.62,129546.31,Bomin,782.34,1270.01,BUNKERWORLD,2026-04-06
2022-12-06,30,Melbourne,VLSFO,2102.49,454.66,955918.1,World Fuel Services,1674.95,2597.8,BUNKERWORLD,2026-04-06
2022-12-02,88,Rotterdam,HFO,2300.07,523.52,1204132.65,Bomin,239.76,2134.6,BUNKERWORLD,2026-04-06
2022-11-29,72,Dubai,MGO,2968.04,359.56,1067188.46,Bunker One,802.07,1917.27,BUNKERWORLD,2026-04-06
2022-11-08,60,Rotterdam,VLSFO,2961.89,666.21,1973240.74,Bunker One,717.79,852.06,BUNKERWORLD,2026-04-06
2022-10-09,138,Santos,LSMGO,1641.5,655.97,1076774.76,Integr8,1638.77,2610.99,BUNKERWORLD,2026-04-06
2022-10-03,26,Houston,VLSFO,1906.11,464.51,885407.16,World Fuel Services,1494.07,548.81,BUNKERWORLD,2026-04-06
2022-10-02,56,Santos,LSMGO,2059.13,588.09,1210953.76,Bomin,1861.43,1581.72,BUNKERWORLD,2026-04-06
2022-10-12,134,Hamburg,MGO,1088.56,608.05,661898.91,World Fuel Services,1715.76,588.27,BUNKERWORLD,2026-04-06
2022-11-28,42,Santos,LSMGO,1904.97,683.99,1302980.43,Peninsula,855.79,1710.85,BUNKERWORLD,2026-04-06
2022-09-29,66,Melbourne,MGO,2841.03,733.83,2084833.04,Bomin,1530.37,2757.0,BUNKERWORLD,2026-04-06
2022-10-02,110,Montreal,VLSFO,1314.36,523.02,687436.57,Bomin,993.51,2019.43,BUNKERWORLD,2026-04-06
2022-11-19,118,Houston,HFO,2521.91,820.19,2068445.36,Bunker One,1089.81,2065.45,BUNKERWORLD,2026-04-06
2022-10-13,64,Rotterdam,LNG,208.16,688.63,143345.22,Bunker One,1923.39,1194.04,BUNKERWORLD,2026-04-06
2022-11-01,28,Montreal,MGO,1374.23,428.75,589201.11,Bunker One,767.18,987.22,BUNKERWORLD,2026-04-06
2022-12-01,51,Houston,LSMGO,2267.79,826.08,1873375.96,Bomin,1207.23,2826.83,BUNKERWORLD,2026-04-06
2022-12-01,130,Santos,LNG,666.03,784.11,522240.78,Integr8,786.97,1745.43,BUNKERWORLD,2026-04-06
2022-11-09,38,Hamburg,LNG,1933.81,583.98,1129306.36,Bunker One,1252.84,2819.8,BUNKERWORLD,2026-04-06
2022-10-25,97,Busan,LSMGO,716.1,547.2,391849.92,World Fuel Services,1939.34,724.24,BUNKERWORLD,2026-04-06
2022-12-05,95,Montreal,LSMGO,1224.89,604.02,739858.06,Peninsula,1485.08,2958.41,BUNKERWORLD,2026-04-06
2022-12-19,114,Montreal,VLSFO,1256.93,751.44,944507.48,Bomin,1649.55,1623.71,BUNKERWORLD,2026-04-06
2022-11-24,112,Singapore,MGO,1170.36,515.85,603730.21,Bomin,1636.07,2649.21,BUNKERWORLD,2026-04-06
2022-09-26,70,Shanghai,HFO,963.17,769.48,741140.05,Bomin,1788.79,1744.23,BUNKERWORLD,2026-04-06
2022-10-27,29,Shanghai,LNG,1672.71,543.55,909201.52,Bomin,1946.11,1985.02,BUNKERWORLD,2026-04-06
2022-12-04,77,Melbourne,MGO,94.02,553.49,52039.13,World Fuel Services,1420.39,2455.63,BUNKERWORLD,2026-04-06
2022-10-13,83,Rotterdam,VLSFO,63.44,477.07,30265.32,World Fuel Services,1570.6,558.3,BUNKERWORLD,2026-04-06
2022-11-06,77,Hamburg,LSMGO,989.21,618.49,611816.49,Bunker One,1668.38,1917.45,BUNKERWORLD,2026-04-06
2022-11-07,134,Singapore,LNG,2293.61,615.02,1410616.02,Bomin,1272.58,1935.44,BUNKERWORLD,2026-04-06
2022-09-25,57,Rotterdam,MGO,714.09,448.27,320105.12,Integr8,540.76,2784.8,BUNKERWORLD,2026-04-06
2022-11-01,110,Melbourne,LSMGO,2951.16,741.04,2186927.61,Bomin,500.22,1394.8,BUNKERWORLD,2026-04-06
2022-11-11,11,Montreal,VLSFO,1265.85,804.64,1018553.54,World Fuel Services,769.75,2378.6,BUNKERWORLD,2026-04-06
2022-10-04,135,Dubai,HFO,167.95,601.42,101008.49,Bunker One,1324.37,2131.7,BUNKERWORLD,2026-04-06
2022-11-05,116,Singapore,LSMGO,2275.47,619.14,1408834.5,Peninsula,1146.35,1174.55,BUNKERWORLD,2026-04-06
2022-11-19,80,Rotterdam,HFO,753.38,552.96,416589.0,Integr8,939.43,2716.21,BUNKERWORLD,2026-04-06
2022-11-15,143,Singapore,HFO,2475.38,470.62,1164963.34,Integr8,696.99,2360.7,BUNKERWORLD,2026-04-06
2022-11-03,124,Melbourne,VLSFO,323.24,758.86,245293.91,Bunker One,1716.8,1266.32,BUNKERWORLD,2026-04-06
2022-10-24,78,Montreal,HFO,1249.55,549.84,687052.57,Bunker One,810.93,1000.74,BUNKERWORLD,2026-04-06
2022-12-09,55,Dubai,HFO,352.16,644.52,226974.16,Bomin,1511.47,1859.84,BUNKERWORLD,2026-04-06
2022-11-24,5,Shanghai,LSMGO,2268.83,616.95,1399754.67,Integr8,333.52,1188.86,BUNKERWORLD,2026-04-06
2022-10-24,66,Hamburg,VLSFO,1246.15,589.15,734169.27,Bunker One,1043.08,1800.07,BUNKERWORLD,2026-04-06
2022-10-04,61,Santos,VLSFO,2299.45,488.27,1122752.45,Bomin,226.09,1691.93,BUNKERWORLD,2026-04-06
2022-12-11,107,Montreal,HFO,1577.81,834.49,1316666.67,Bomin,1212.83,562.73,BUNKERWORLD,2026-04-06
2022-12-02,48,Rotterdam,LSMGO,2088.5,817.07,1706450.7,Peninsula,639.97,2361.86,BUNKERWORLD,2026-04-06
2022-12-06,17,Shanghai,MGO,2331.28,427.99,997764.53,Integr8,950.31,2715.71,BUNKERWORLD,2026-04-06
2022-10-27,62,Singapore,MGO,1282.65,841.73,1079644.98,Integr8,1335.44,572.39,BUNKERWORLD,2026-04-06
2022-10-13,52,Busan,HFO,202.0,415.21,83872.42,Bomin,191.61,1939.7,BUNKERWORLD,2026-04-06
2022-10-19,139,Melbourne,HFO,1384.7,817.35,1131784.55,Bunker One,507.78,2680.86,BUNKERWORLD,2026-04-06
2022-12-09,49,Singapore,MGO,899.91,678.69,610759.92,Integr8,117.53,2904.08,BUNKERWORLD,2026-04-06
2022-11-27,77,Dubai,LSMGO,215.47,575.41,123983.59,Integr8,1396.29,919.15,BUNKERWORLD,2026-04-06
2022-11-22,24,Singapore,MGO,2291.3,427.73,980057.75,Peninsula,784.6,1160.93,BUNKERWORLD,2026-04-06
2022-10-10,126,Hamburg,LSMGO,1234.1,783.73,967201.19,Peninsula,216.41,2279.36,BUNKERWORLD,2026-04-06
2022-11-13,75,Houston,LNG,1168.68,804.21,939864.14,Peninsula,1424.28,1440.04,BUNKERWORLD,2026-04-06
2022-12-16,79,Busan,LSMGO,2667.87,651.24,1737423.66,World Fuel Services,1933.87,656.6,BUNKERWORLD,2026-04-06
2022-10-20,142,Melbourne,LNG,1816.0,789.28,1433332.48,Bomin,1231.04,2800.51,BUNKERWORLD,2026-04-06
2022-11-17,14,Dubai,LSMGO,2932.46,479.57,1406319.84,Bunker One,148.5,1777.11,BUNKERWORLD,2026-04-06
2022-10-29,52,Rotterdam,LNG,234.35,845.87,198229.63,Bunker One,437.41,1870.9,BUNKERWORLD,2026-04-06
2022-10-13,148,Hamburg,LSMGO,2818.95,627.48,1768834.75,Integr8,352.86,601.59,BUNKERWORLD,2026-04-06
2022-11-02,101,Dubai,LSMGO,1333.37,657.01,876037.42,Integr8,1122.61,2015.33,BUNKERWORLD,2026-04-06
2022-12-05,66,Santos,VLSFO,930.05,504.58,469284.63,Bunker One,1690.09,899.9,BUNKERWORLD,2026-04-06
2022-10-20,56,Rotterdam,MGO,1623.11,440.67,715255.88,Integr8,789.72,1564.66,BUNKERWORLD,2026-04-06
2022-10-24,70,Melbourne,LNG,1261.1,813.14,1025450.85,Bunker One,1555.57,2751.45,BUNKERWORLD,2026-04-06
2022-09-25,42,Montreal,LNG,2050.96,429.54,880969.36,Bunker One,101.78,2209.56,BUNKERWORLD,2026-04-06
2022-10-28,13,Houston,HFO,321.91,582.89,187638.12,Bunker One,304.54,1358.05,BUNKERWORLD,2026-04-06
2022-10-09,6,Houston,LNG,1737.04,629.69,1093796.72,Integr8,926.18,2456.5,BUNKERWORLD,2026-04-06
2022-11-23,131,Melbourne,LNG,1582.41,400.97,634498.94,Bunker One,178.23,1863.44,BUNKERWORLD,2026-04-06
2022-11-12,115,Houston,MGO,1782.52,359.78,641315.05,Bomin,985.37,1493.04,BUNKERWORLD,2026-04-06
2022-10-13,149,Busan,HFO,396.69,718.5,285021.77,Bunker One,1035.78,2177.33,BUNKERWORLD,2026-04-06
2022-12-19,109,Santos,VLSFO,980.76,587.28,575980.73,Bomin,799.38,1317.61,BUNKERWORLD,2026-04-06
2022-11-25,55,Hamburg,HFO,902.82,658.98,594940.32,Bomin,757.51,1898.48,BUNKERWORLD,2026-04-06
2022-10-30,142,Busan,MGO,1955.72,633.66,1239261.54,Bunker One,1812.86,2933.44,BUNKERWORLD,2026-04-06
2022-10-31,128,Singapore,LNG,2941.7,501.55,1475409.64,Integr8,1601.67,1777.68,BUNKERWORLD,2026-04-06
2022-10-20,79,Montreal,MGO,2914.72,681.87,1987460.13,Peninsula,1350.68,1078.91,BUNKERWORLD,2026-04-06
2022-09-23,31,Santos,MGO,1335.51,797.36,1064882.25,World Fuel Services,1172.97,2477.71,BUNKERWORLD,2026-04-06
2022-12-18,30,Shanghai,LNG,2906.98,774.02,2250060.66,Peninsula,1767.52,730.55,BUNKERWORLD,2026-04-06
2022-11-13,109,Rotterdam,VLSFO,2820.58,490.96,1384791.96,Bomin,1298.1,2673.56,BUNKERWORLD,2026-04-06
2022-11-28,106,Singapore,MGO,976.16,361.67,353047.79,Integr8,162.44,1647.23,BUNKERWORLD,2026-04-06
2022-12-07,23,Santos,VLSFO,977.45,810.75,792467.59,Peninsula,1234.32,2902.93,BUNKERWORLD,2026-04-06
2022-11-09,121,Dubai,LNG,1415.01,785.05,1110853.6,Bomin,528.01,1028.16,BUNKERWORLD,2026-04-06
2022-09-27,56,Busan,LSMGO,1016.41,688.69,699991.4,Bomin,522.37,923.92,BUNKERWORLD,2026-04-06
2022-11-13,35,Melbourne,VLSFO,2107.43,748.91,1578275.4,World Fuel Services,829.41,678.0,BUNKERWORLD,2026-04-06
2022-12-07,69,Busan,LSMGO,391.69,437.11,171211.62,Bomin,541.49,799.39,BUNKERWORLD,2026-04-06
2022-10-07,66,Hamburg,LNG,1084.42,505.44,548109.24,Bomin,567.54,1650.45,BUNKERWORLD,2026-04-06
2022-11-15,72,Singapore,VLSFO,2052.02,823.0,1688812.46,World Fuel Services,1421.41,1532.3,BUNKERWORLD,2026-04-06
2022-12-17,86,Montreal,LSMGO,2869.07,612.41,1757047.16,Bunker One,1035.99,1867.99,BUNKERWORLD,2026-04-06
2022-11-16,123,Montreal,LSMGO,1672.77,791.17,1323445.44,World Fuel Services,260.0,955.64,BUNKERWORLD,2026-04-06
2022-11-01,29,Melbourne,HFO,1096.56,635.97,697379.26,World Fuel Services,456.44,1115.52,BUNKERWORLD,2026-04-06
2022-11-01,71,Montreal,LSMGO,1723.87,813.74,1402781.97,Bomin,931.27,1682.24,BUNKERWORLD,2026-04-06
2022-12-18,94,Santos,MGO,2247.14,763.68,1716095.88,Bomin,404.15,2101.75,BUNKERWORLD,2026-04-06
2022-12-03,18,Houston,LSMGO,2195.97,498.88,1095525.51,Integr8,722.34,1720.14,BUNKERWORLD,2026-04-06
2022-10-07,62,Rotterdam,LSMGO,64.11,350.7,22483.38,World Fuel Services,1678.66,2481.0,BUNKERWORLD,2026-04-06
2022-10-06,93,Melbourne,LNG,829.65,786.0,652104.9,Bunker One,1062.28,2119.17,BUNKERWORLD,2026-04-06
2022-10-20,34,Hamburg,LNG,2623.62,713.4,1871690.51,Bomin,876.99,1618.76,BUNKERWORLD,2026-04-06
2022-12-01,58,Rotterdam,HFO,2322.25,381.96,887006.61,Bunker One,1924.8,937.67,BUNKERWORLD,2026-04-06
2022-09-28,103,Rotterdam,HFO,2959.66,756.51,2239012.39,Integr8,969.95,2674.11,BUNKERWORLD,2026-04-06
2022-12-19,64,Singapore,LNG,2090.09,372.63,778830.24,Bomin,1097.8,1143.89,BUNKERWORLD,2026-04-06
2022-12-10,123,Dubai,MGO,1656.81,667.64,1106152.63,World Fuel Services,687.2,1363.7,BUNKERWORLD,2026-04-06
2022-11-04,100,Dubai,MGO,1843.46,444.47,819362.67,Bunker One,920.79,2090.68,BUNKERWORLD,2026-04-06
2022-10-09,97,Montreal,VLSFO,737.19,470.48,346833.15,Bunker One,669.92,2748.78,BUNKERWORLD,2026-04-06
2022-12-05,102,Dubai,VLSFO,2282.53,532.98,1216542.84,Bomin,1091.71,1667.62,BUNKERWORLD,2026-04-06
2022-11-19,17,Busan,LNG,2610.46,586.62,1531348.05,Integr8,1854.06,1198.8,BUNKERWORLD,2026-04-06
2022-10-27,55,Shanghai,LSMGO,2727.38,593.74,1619354.6,Bunker One,1570.07,2371.66,BUNKERWORLD,2026-04-06
2022-11-29,92,Busan,MGO,465.03,815.79,379366.82,Peninsula,505.89,1500.31,BUNKERWORLD,2026-04-06
2022-12-14,29,Santos,HFO,1475.72,408.72,603156.28,Peninsula,698.56,807.0,BUNKERWORLD,2026-04-06
2022-11-30,67,Montreal,MGO,857.37,845.88,725232.14,Bomin,1846.44,2294.48,BUNKERWORLD,2026-04-06
2022-12-21,64,Melbourne,VLSFO,544.38,699.5,380793.81,Integr8,874.25,1938.39,BUNKERWORLD,2026-04-06
2022-12-11,75,Santos,LSMGO,109.07,619.82,67603.77,Bunker One,1847.32,1078.31,BUNKERWORLD,2026-04-06
2022-12-04,116,Santos,VLSFO,534.83,452.62,242074.75,World Fuel Services,817.53,2782.58,BUNKERWORLD,2026-04-06
2022-10-22,11,Singapore,LNG,1482.99,787.22,1167439.39,Bunker One,447.02,732.85,BUNKERWORLD,2026-04-06
2022-12-04,40,Shanghai,HFO,1085.57,791.41,859130.95,Bomin,333.28,1292.32,BUNKERWORLD,2026-04-06
2022-12-21,99,Singapore,LSMGO,114.92,425.7,48921.44,Bunker One,1179.52,2828.01,BUNKERWORLD,2026-04-06
2022-10-20,126,Rotterdam,HFO,1722.56,648.61,1117269.64,Peninsula,1578.98,2609.38,BUNKERWORLD,2026-04-06
2022-11-24,141,Hamburg,VLSFO,242.08,776.07,187871.03,Integr8,151.62,2865.44,BUNKERWORLD,2026-04-06
2022-12-14,42,Singapore,MGO,690.79,624.45,431363.82,Bunker One,1168.79,1192.06,BUNKERWORLD,2026-04-06
2022-12-12,87,Shanghai,LNG,2364.6,460.2,1088188.92,Integr8,996.69,1284.82,BUNKERWORLD,2026-04-06
2022-10-30,135,Santos,MGO,2687.73,492.62,1324029.55,Bomin,796.69,905.59,BUNKERWORLD,2026-04-06
2022-11-03,117,Shanghai,LNG,320.36,496.63,159100.39,Peninsula,1912.48,2157.84,BUNKERWORLD,2026-04-06
2022-12-06,126,Dubai,VLSFO,1944.49,393.7,765545.71,Integr8,1566.24,822.05,BUNKERWORLD,2026-04-06
2022-11-18,9,Busan,VLSFO,2029.26,477.86,969702.18,World Fuel Services,1588.37,2410.3,BUNKERWORLD,2026-04-06
2022-12-21,47,Melbourne,LNG,1003.72,471.89,473645.43,Peninsula,1447.19,1410.8,BUNKERWORLD,2026-04-06
2022-11-03,23,Santos,MGO,1376.36,733.2,1009147.15,World Fuel Services,730.89,1468.09,BUNKERWORLD,2026-04-06
2022-12-10,13,Rotterdam,MGO,561.67,604.28,339405.95,Bomin,356.42,1533.84,BUNKERWORLD,2026-04-06
2022-11-21,145,Houston,MGO,1109.43,803.9,891870.78,World Fuel Services,497.83,826.68,BUNKERWORLD,2026-04-06
2022-12-09,77,Santos,LNG,584.25,479.83,280340.68,Bomin,958.85,2105.63,BUNKERWORLD,2026-04-06
2022-11-27,149,Houston,LSMGO,2679.13,805.12,2157021.15,Peninsula,990.18,1345.59,BUNKERWORLD,2026-04-06
2022-10-27,111,Houston,MGO,1936.53,780.8,1512042.62,Integr8,445.54,2066.92,BUNKERWORLD,2026-04-06
2022-10-15,106,Singapore,LSMGO,1018.98,354.3,361024.61,Bomin,859.65,1855.51,BUNKERWORLD,2026-04-06
2022-11-04,70,Busan,HFO,515.29,414.92,213804.13,Integr8,482.17,1077.19,BUNKERWORLD,2026-04-06
2022-11-11,86,Melbourne,HFO,765.81,769.3,589137.63,Integr8,1269.51,2213.64,BUNKERWORLD,2026-04-06
2022-09-24,148,Santos,MGO,2120.83,423.78,898765.34,Bomin,1979.0,1799.5,BUNKERWORLD,2026-04-06
2022-09-24,82,Shanghai,LNG,1427.29,488.72,697545.17,World Fuel Services,998.43,816.67,BUNKERWORLD,2026-04-06
2022-10-21,38,Rotterdam,MGO,1236.52,687.67,850317.71,Peninsula,138.41,2471.03,BUNKERWORLD,2026-04-06
2022-10-22,71,Rotterdam,LNG,770.95,595.08,458776.93,Bomin,427.09,978.47,BUNKERWORLD,2026-04-06
2022-11-18,66,Rotterdam,LSMGO,927.4,645.23,598386.3,Peninsula,149.91,2160.76,BUNKERWORLD,2026-04-06
2022-10-02,60,Rotterdam,MGO,2474.43,539.23,1334286.89,Bunker One,858.15,2400.62,BUNKERWORLD,2026-04-06
2022-11-08,94,Montreal,LSMGO,1036.68,613.65,636158.68,Peninsula,925.18,1494.33,BUNKERWORLD,2026-04-06
2022-09-29,137,Hamburg,VLSFO,1603.4,369.21,591991.31,World Fuel Services,300.66,680.18,BUNKERWORLD,2026-04-06
2022-11-07,134,Dubai,MGO,67.8,490.57,33260.65,Bomin,1892.7,668.73,BUNKERWORLD,2026-04-06
2022-10-15,21,Rotterdam,LNG,2529.84,592.85,1499815.64,Integr8,709.24,2513.55,BUNKERWORLD,2026-04-06
2022-11-06,149,Busan,LSMGO,227.45,396.43,90168.0,Integr8,876.29,2879.88,BUNKERWORLD,2026-04-06
2022-11-25,137,Hamburg,LNG,2038.21,446.42,909897.71,Peninsula,915.07,540.16,BUNKERWORLD,2026-04-06
2022-12-20,68,Rotterdam,MGO,1106.18,429.85,475491.47,World Fuel Services,886.91,2511.3,BUNKERWORLD,2026-04-06
2022-10-02,62,Rotterdam,LSMGO,661.95,497.08,329042.11,World Fuel Services,1461.17,2710.21,BUNKERWORLD,2026-04-06
2022-12-16,112,Singapore,LSMGO,1257.82,838.31,1054443.08,Integr8,1978.66,2608.72,BUNKERWORLD,2026-04-06
2022-12-04,50,Melbourne,LNG,129.59,664.96,86172.17,World Fuel Services,1969.05,2048.81,BUNKERWORLD,2026-04-06
2022-11-15,4,Dubai,HFO,704.89,685.77,483392.42,Integr8,1670.21,562.43,BUNKERWORLD,2026-04-06
2022-11-15,1,Melbourne,VLSFO,2070.51,591.7,1225120.77,World Fuel Services,340.95,532.43,BUNKERWORLD,2026-04-06
2022-10-20,6,Dubai,LNG,2753.12,395.29,1088280.8,World Fuel Services,1854.39,1945.45,BUNKERWORLD,2026-04-06
2022-10-30,80,Melbourne,LSMGO,879.21,645.27,567327.84,Bomin,339.27,1532.87,BUNKERWORLD,2026-04-06
2022-11-04,27,Hamburg,LSMGO,2203.57,828.23,1825062.78,Integr8,1056.9,1409.09,BUNKERWORLD,2026-04-06
2022-12-18,46,Rotterdam,LNG,2678.36,625.17,1674430.32,Bunker One,826.08,1728.02,BUNKERWORLD,2026-04-06
2022-11-16,3,Montreal,LSMGO,301.49,698.58,210614.88,Bunker One,141.16,1368.11,BUNKERWORLD,2026-04-06
2022-10-12,4,Montreal,MGO,2654.89,698.96,1855661.91,World Fuel Services,1261.78,2397.58,BUNKERWORLD,2026-04-06
2022-11-26,130,Hamburg,LSMGO,2245.22,832.78,1869774.31,Bomin,1997.53,1244.0,BUNKERWORLD,2026-04-06
2022-12-06,17,Singapore,VLSFO,1594.21,539.33,859805.28,Bomin,480.74,843.6,BUNKERWORLD,2026-04-06
2022-12-01,2,Houston,LNG,2830.31,431.53,1221363.67,Bunker One,1038.76,2481.33,BUNKERWORLD,2026-04-06
2022-11-14,91,Hamburg,LSMGO,427.38,534.25,228327.76,Peninsula,290.72,1666.78,BUNKERWORLD,2026-04-06
2022-10-12,16,Dubai,HFO,2488.23,775.4,1929373.54,Bomin,757.65,1596.13,BUNKERWORLD,2026-04-06
2022-12-19,67,Montreal,MGO,1272.75,448.96,571413.84,World Fuel Services,1616.23,1477.62,BUNKERWORLD,2026-04-06
2022-10-15,4,Busan,LNG,2043.78,798.66,1632285.33,Integr8,1903.89,1171.83,BUNKERWORLD,2026-04-06
2022-09-25,52,Shanghai,MGO,2850.05,806.21,2297738.81,Bomin,205.36,1709.16,BUNKERWORLD,2026-04-06
2022-12-11,78,Dubai,LSMGO,430.95,443.57,191156.49,Peninsula,664.51,2993.23,BUNKERWORLD,2026-04-06
2022-12-18,117,Shanghai,MGO,2858.68,638.45,1825124.25,Integr8,616.48,1107.01,BUNKERWORLD,2026-04-06
2022-11-09,32,Busan,LNG,2402.46,617.6,1483759.3,World Fuel Services,484.09,749.64,BUNKERWORLD,2026-04-06
2022-10-08,83,Montreal,HFO,1468.12,448.63,658642.68,Bunker One,1218.4,1921.04,BUNKERWORLD,2026-04-06
2022-12-03,31,Singapore,HFO,710.52,411.35,292272.4,Peninsula,751.08,1526.52,BUNKERWORLD,2026-04-06
2022-10-25,78,Melbourne,LSMGO,930.2,406.55,378172.81,World Fuel Services,1059.13,821.34,BUNKERWORLD,2026-04-06
2022-10-28,142,Singapore,MGO,282.48,722.25,204021.18,World Fuel Services,1603.82,1008.3,BUNKERWORLD,2026-04-06
2022-10-04,116,Dubai,LNG,2462.11,791.02,1947578.25,World Fuel Services,1656.84,653.33,BUNKERWORLD,2026-04-06
2022-10-19,60,Montreal,HFO,1939.87,433.94,841787.19,Peninsula,1497.16,2783.89,BUNKERWORLD,2026-04-06
2022-11-13,124,Hamburg,LNG,1304.88,843.95,1101253.48,Peninsula,1762.0,2197.86,BUNKERWORLD,2026-04-06
2022-11-19,63,Santos,VLSFO,1153.32,418.34,482479.89,World Fuel Services,838.2,2893.06,BUNKERWORLD,2026-04-06
2022-10-22,31,Montreal,LNG,583.79,494.79,288853.45,World Fuel Services,1784.79,1712.77,BUNKERWORLD,2026-04-06
