bunker_date,vessel_id,port_name,fuel_grade,quantity_mt,unit_price_usd,total_cost_usd,supplier,rob_before_mt,rob_after_mt,source_system,ingestion_date
2021-11-30,115,Houston,LSMGO,1691.03,440.07,744171.57,Peninsula,1605.83,1634.01,BUNKERWORLD,2026-04-06
2021-10-16,124,Hamburg,LSMGO,2085.76,748.31,1560795.07,Integr8,1991.43,1497.69,BUNKERWORLD,2026-04-06
2021-10-23,129,Montreal,LSMGO,305.59,504.82,154267.94,Peninsula,600.88,1796.58,BUNKERWORLD,2026-04-06
2021-10-11,142,Shanghai,VLSFO,2416.41,395.97,956825.87,Integr8,642.2,2227.18,BUNKERWORLD,2026-04-06
2021-12-26,44,Melbourne,LSMGO,1553.41,607.27,943339.29,Peninsula,191.91,2342.86,BUNKERWORLD,2026-04-06
2021-12-03,82,Melbourne,LSMGO,1968.43,767.83,1511419.61,Integr8,1605.45,1036.89,BUNKERWORLD,2026-04-06
2021-12-22,106,Busan,LSMGO,2125.75,492.13,1046145.35,World Fuel Services,943.25,1134.92,BUNKERWORLD,2026-04-06
2021-11-30,60,Santos,HFO,973.51,541.6,527253.02,Bunker One,1851.09,2527.54,BUNKERWORLD,2026-04-06
2021-10-22,31,Houston,MGO,2912.32,622.84,1813909.39,World Fuel Services,418.81,1697.12,BUNKERWORLD,2026-04-06
2021-12-15,144,Houston,LSMGO,827.77,648.76,537024.07,Integr8,111.46,1159.23,BUNKERWORLD,2026-04-06
2021-10-25,120,Singapore,HFO,2044.77,718.98,1470148.73,Integr8,1378.55,2490.87,BUNKERWORLD,2026-04-06
2021-12-23,81,Hamburg,MGO,2956.28,570.1,1685375.23,World Fuel Services,1880.54,2177.4,BUNKERWORLD,2026-04-06
2021-11-27,61,Montreal,LSMGO,917.3,683.78,627231.39,Integr8,661.84,641.55,BUNKERWORLD,2026-04-06
2021-12-11,11,Busan,LSMGO,387.49,425.25,164780.12,Peninsula,1697.5,1211.63,BUNKERWORLD,2026-04-06
2021-10-26,67,Hamburg,LNG,555.73,838.96,466235.24,Integr8,1391.41,2907.53,BUNKERWORLD,2026-04-06
2021-11-12,38,Hamburg,VLSFO,431.47,767.32,331075.56,Peninsula,915.76,1922.36,BUNKERWORLD,2026-04-06
2021-12-11,26,Santos,VLSFO,1539.74,823.65,1268206.85,Integr8,1662.11,2853.78,BUNKERWORLD,2026-04-06
2021-10-27,10,Busan,VLSFO,1922.44,804.65,1546891.35,Peninsula,971.65,2174.52,BUNKERWORLD,2026-04-06
2021-11-07,78,Dubai,LNG,170.73,689.51,117720.04,Bomin,142.34,1794.31,BUNKERWORLD,2026-04-06
2021-10-28,56,Montreal,HFO,282.95,428.01,121105.43,Bunker One,1078.31,1358.64,BUNKERWORLD,2026-04-06
2021-11-25,148,Melbourne,MGO,1856.79,704.39,1307904.31,Bomin,569.23,2316.49,BUNKERWORLD,2026-04-06
2021-11-30,101,Dubai,MGO,1796.0,395.8,710856.8,Bomin,1598.06,753.72,BUNKERWORLD,2026-04-06
2021-11-15,36,Shanghai,MGO,2227.56,763.36,1700430.2,Bomin,1528.68,2245.02,BUNKERWORLD,2026-04-06
2021-10-05,35,Santos,HFO,1936.72,565.6,1095408.83,Bomin,1271.89,648.86,BUNKERWORLD,2026-04-06
2021-12-02,70,Dubai,VLSFO,2714.21,388.82,1055339.13,Integr8,205.18,1796.14,BUNKERWORLD,2026-04-06
2021-11-09,7,Santos,VLSFO,2160.51,839.19,1813078.39,Bunker One,712.92,2512.67,BUNKERWORLD,2026-04-06
2021-10-27,60,Busan,VLSFO,1660.4,708.31,1176077.92,World Fuel Services,181.8,1492.89,BUNKERWORLD,2026-04-06
2021-12-22,81,Dubai,LSMGO,2465.21,607.8,1498354.64,Bomin,247.85,541.45,BUNKERWORLD,2026-04-06
2021-12-01,104,Singapore,HFO,2155.38,686.61,1479905.46,Integr8,578.98,2179.84,BUNKERWORLD,2026-04-06
2021-11-06,86,Santos,VLSFO,2802.69,743.24,2083071.32,World Fuel Services,1085.39,1224.41,BUNKERWORLD,2026-04-06
2021-10-10,130,Dubai,LNG,1563.79,567.29,887122.43,Integr8,1584.77,1067.52,BUNKERWORLD,2026-04-06
2021-10-21,66,Montreal,VLSFO,461.59,669.21,308900.64,Bunker One,385.9,2483.13,BUNKERWORLD,2026-04-06
2021-10-10,121,Busan,LNG,2037.29,600.27,1222924.07,Bomin,1472.15,1859.73,BUNKERWORLD,2026-04-06
2021-12-11,148,Houston,VLSFO,2574.28,676.71,1742041.02,Bomin,854.44,1769.46,BUNKERWORLD,2026-04-06
2021-11-26,128,Busan,LSMGO,1156.07,366.92,424185.2,Bomin,917.4,1526.46,BUNKERWORLD,2026-04-06
2021-10-07,90,Montreal,MGO,1343.71,498.87,670336.61,Peninsula,1003.93,1503.66,BUNKERWORLD,2026-04-06
2021-11-29,62,Hamburg,VLSFO,658.24,524.72,345391.69,World Fuel Services,1801.02,1773.45,BUNKERWORLD,2026-04-06
2021-10-03,69,Montreal,VLSFO,1172.66,557.28,653499.96,Bunker One,1814.23,1913.83,BUNKERWORLD,2026-04-06
2021-12-05,143,Busan,MGO,2329.79,709.43,1652822.92,Bunker One,1804.95,2415.59,BUNKERWORLD,2026-04-06
2021-10-18,100,Hamburg,MGO,2628.75,484.49,1273603.09,Bomin,1572.44,1462.28,BUNKERWORLD,2026-04-06
2021-10-02,47,Montreal,LNG,1575.57,461.45,727046.78,Peninsula,1173.21,1966.58,BUNKERWORLD,2026-04-06
2021-12-05,148,Shanghai,MGO,1748.83,458.12,801174.0,Integr8,259.3,1345.74,BUNKERWORLD,2026-04-06
2021-11-15,15,Houston,LSMGO,2620.99,657.88,1724296.9,Peninsula,1829.43,2881.77,BUNKERWORLD,2026-04-06
2021-12-01,48,Hamburg,LNG,2697.54,389.87,1051689.92,Peninsula,1826.82,1985.32,BUNKERWORLD,2026-04-06
2021-12-18,134,Busan,LSMGO,1770.28,613.03,1085234.75,Bunker One,662.95,886.32,BUNKERWORLD,2026-04-06
2021-11-16,116,Rotterdam,LSMGO,2220.39,598.46,1328814.6,Integr8,1757.82,1485.1,BUNKERWORLD,2026-04-06
2021-12-02,128,Singapore,LSMGO,2417.33,393.18,950445.81,Bomin,1908.67,1134.68,BUNKERWORLD,2026-04-06
2021-11-27,35,Houston,VLSFO,999.43,521.82,521522.56,Bomin,483.99,1376.57,BUNKERWORLD,2026-04-06
2021-10-23,23,Houston,HFO,2502.18,395.26,989011.67,Integr8,691.22,2045.03,BUNKERWORLD,2026-04-06
2021-10-03,39,Dubai,HFO,1283.79,604.48,776025.38,Bunker One,1436.64,1057.41,BUNKERWORLD,2026-04-06
2021-12-18,102,Houston,LNG,1522.6,689.03,1049117.08,Bomin,308.36,2394.38,BUNKERWORLD,2026-04-06
2021-11-12,117,Melbourne,VLSFO,149.88,796.56,119388.41,Bomin,1024.09,1487.24,BUNKERWORLD,2026-04-06
2021-11-28,102,Hamburg,MGO,2153.46,641.25,1380906.23,Peninsula,1489.47,877.65,BUNKERWORLD,2026-04-06
2021-11-20,136,Dubai,HFO,1579.45,665.93,1051803.14,Bomin,1539.14,832.75,BUNKERWORLD,2026-04-06
2021-11-08,116,Hamburg,VLSFO,2685.73,607.86,1632547.84,World Fuel Services,768.52,2655.33,BUNKERWORLD,2026-04-06
2021-12-18,14,Singapore,LNG,263.59,435.14,114698.55,World Fuel Services,1048.11,2834.28,BUNKERWORLD,2026-04-06
2021-12-09,16,Montreal,HFO,424.59,456.71,193914.5,Bunker One,1106.67,566.16,BUNKERWORLD,2026-04-06
2021-10-14,75,Hamburg,LSMGO,926.32,369.44,342219.66,World Fuel Services,1993.97,936.46,BUNKERWORLD,2026-04-06
2021-11-14,101,Rotterdam,HFO,424.32,482.62,204785.32,Peninsula,1418.71,1044.87,BUNKERWORLD,2026-04-06
2021-10-10,144,Melbourne,HFO,1690.05,589.92,996994.3,Integr8,1724.7,1940.12,BUNKERWORLD,2026-04-06
2021-12-15,87,Dubai,VLSFO,1629.61,764.64,1246064.99,Peninsula,1395.81,1862.51,BUNKERWORLD,2026-04-06
2021-11-28,1,Montreal,MGO,1286.4,771.98,993075.07,Integr8,111.87,2154.43,BUNKERWORLD,2026-04-06
2021-10-23,35,Shanghai,LNG,1765.5,586.13,1034812.52,Integr8,868.22,1707.89,BUNKERWORLD,2026-04-06
2021-10-24,70,Singapore,VLSFO,764.41,373.41,285438.34,Bomin,1306.5,2194.03,BUNKERWORLD,2026-04-06
2021-12-03,90,Busan,LNG,1069.8,454.3,486010.14,World Fuel Services,1587.28,998.92,BUNKERWORLD,2026-04-06
2021-10-24,61,Dubai,HFO,657.51,741.31,487418.74,Bunker One,1987.35,808.66,BUNKERWORLD,2026-04-06
2021-10-14,81,Melbourne,MGO,725.42,669.65,485777.5,Integr8,1080.13,1255.2,BUNKERWORLD,2026-04-06
2021-10-08,52,Busan,LNG,2439.93,514.31,1254880.4,Integr8,712.64,2407.16,BUNKERWORLD,2026-04-06
2021-10-09,84,Santos,MGO,885.97,603.5,534682.9,Integr8,1600.49,1402.85,BUNKERWORLD,2026-04-06
2021-10-07,100,Busan,MGO,154.93,545.05,84444.6,Bunker One,1020.43,916.03,BUNKERWORLD,2026-04-06
2021-11-12,54,Shanghai,VLSFO,2900.2,483.68,1402768.74,Integr8,816.51,919.83,BUNKERWORLD,2026-04-06
2021-11-30,117,Singapore,VLSFO,1821.25,590.99,1076340.54,Peninsula,1518.38,1506.79,BUNKERWORLD,2026-04-06
2021-10-19,138,Rotterdam,LSMGO,651.23,602.8,392561.44,Integr8,366.41,735.68,BUNKERWORLD,2026-04-06
2021-12-12,61,Rotterdam,LNG,2713.84,643.79,1747143.05,Bunker One,205.81,2431.9,BUNKERWORLD,2026-04-06
2021-11-27,100,Melbourne,MGO,511.79,456.19,233473.48,World Fuel Services,1731.77,1663.73,BUNKERWORLD,2026-04-06
2021-12-26,72,Rotterdam,HFO,2016.65,529.11,1067029.68,World Fuel Services,214.47,1569.08,BUNKERWORLD,2026-04-06
2021-12-21,2,Shanghai,HFO,855.8,360.0,308088.0,World Fuel Services,649.98,2452.75,BUNKERWORLD,2026-04-06
2021-10-02,32,Montreal,MGO,2447.75,849.31,2078898.55,Bomin,455.5,1233.51,BUNKERWORLD,2026-04-06
2021-12-15,44,Houston,MGO,2179.79,801.37,1746818.31,Peninsula,134.79,804.37,BUNKERWORLD,2026-04-06
2021-11-17,71,Montreal,LSMGO,2599.46,427.34,1110853.24,Integr8,1445.9,1718.29,BUNKERWORLD,2026-04-06
2021-12-09,5,Shanghai,VLSFO,1627.93,646.19,1051952.09,Bunker One,1187.67,2390.64,BUNKERWORLD,2026-04-06
2021-11-17,90,Hamburg,VLSFO,861.38,368.3,317246.25,Peninsula,554.98,2351.67,BUNKERWORLD,2026-04-06
2021-12-03,36,Rotterdam,LNG,2175.44,825.9,1796695.9,Integr8,1163.47,1865.31,BUNKERWORLD,2026-04-06
2021-12-18,148,Hamburg,HFO,2087.08,500.0,1043540.0,Bomin,1339.56,612.97,BUNKERWORLD,2026-04-06
2021-12-17,66,Rotterdam,LNG,841.66,541.76,455977.72,Bomin,549.11,2154.1,BUNKERWORLD,2026-04-06
2021-12-24,104,Shanghai,VLSFO,2610.09,437.47,1141836.07,Peninsula,351.73,907.7,BUNKERWORLD,2026-04-06
2021-12-21,141,Shanghai,LSMGO,1019.67,739.68,754229.51,Bomin,1422.45,1246.86,BUNKERWORLD,2026-04-06
2021-12-13,147,Houston,HFO,1096.7,416.6,456885.22,Peninsula,154.36,1560.45,BUNKERWORLD,2026-04-06
2021-10-18,2,Dubai,HFO,375.0,693.63,260111.25,Bomin,1411.39,1574.01,BUNKERWORLD,2026-04-06
2021-10-08,4,Houston,HFO,735.28,509.47,374603.1,World Fuel Services,205.54,1983.48,BUNKERWORLD,2026-04-06
2021-10-04,3,Santos,HFO,2774.73,826.28,2292703.9,Bomin,1814.1,2381.21,BUNKERWORLD,2026-04-06
2021-12-22,93,Santos,LNG,59.93,570.73,34203.85,Bomin,738.63,2444.57,BUNKERWORLD,2026-04-06
2021-10-13,40,Houston,VLSFO,683.88,425.54,291018.3,Peninsula,203.03,2930.55,BUNKERWORLD,2026-04-06
2021-10-27,148,Houston,MGO,281.95,661.66,186555.04,Peninsula,1709.3,1907.77,BUNKERWORLD,2026-04-06
2021-10-09,129,Melbourne,LNG,2849.98,724.84,2065779.5,Integr8,1213.11,927.91,BUNKERWORLD,2026-04-06
2021-10-20,140,Busan,MGO,1349.92,804.91,1086564.11,Bunker One,659.94,2242.02,BUNKERWORLD,2026-04-06
2021-11-27,67,Singapore,MGO,585.31,758.96,444226.88,Integr8,804.59,897.08,BUNKERWORLD,2026-04-06
2021-11-26,49,Rotterdam,MGO,694.8,391.21,271812.71,Peninsula,546.76,2852.51,BUNKERWORLD,2026-04-06
2021-09-29,6,Shanghai,VLSFO,2885.29,842.04,2429529.59,Peninsula,1635.16,2087.66,BUNKERWORLD,2026-04-06
2021-10-03,119,Montreal,MGO,1150.37,796.79,916603.31,Bomin,1742.45,1715.71,BUNKERWORLD,2026-04-06
2021-10-28,19,Hamburg,LNG,368.28,388.58,143106.24,Integr8,261.69,1630.13,BUNKERWORLD,2026-04-06
2021-11-01,66,Rotterdam,HFO,2308.54,806.86,1862668.58,World Fuel Services,969.99,2352.52,BUNKERWORLD,2026-04-06
2021-12-18,116,Busan,LSMGO,295.32,461.94,136420.12,Bomin,1364.5,2017.94,BUNKERWORLD,2026-04-06
2021-12-09,38,Dubai,MGO,2642.14,589.6,1557805.74,Integr8,1749.83,951.01,BUNKERWORLD,2026-04-06
2021-10-23,8,Montreal,MGO,543.81,653.54,355401.59,Integr8,313.46,2152.02,BUNKERWORLD,2026-04-06
2021-11-16,140,Rotterdam,MGO,1109.61,529.78,587849.19,Peninsula,1319.44,1730.07,BUNKERWORLD,2026-04-06
2021-11-14,25,Busan,HFO,1153.57,406.99,469491.45,World Fuel Services,1037.39,2329.95,BUNKERWORLD,2026-04-06
2021-12-13,138,Santos,VLSFO,236.01,508.9,120105.49,Bomin,645.13,1922.13,BUNKERWORLD,2026-04-06
2021-11-04,82,Rotterdam,MGO,1456.49,358.83,522632.31,World Fuel Services,1189.3,742.71,BUNKERWORLD,2026-04-06
2021-11-07,63,Montreal,LNG,898.79,616.39,554005.17,Bunker One,349.32,1634.97,BUNKERWORLD,2026-04-06
2021-11-12,94,Singapore,LSMGO,1728.09,566.49,978945.7,Bunker One,1262.76,2633.87,BUNKERWORLD,2026-04-06
2021-11-13,58,Hamburg,LSMGO,1782.76,608.27,1084399.43,Bomin,980.83,2875.14,BUNKERWORLD,2026-04-06
2021-10-05,90,Santos,HFO,1567.62,777.45,1218746.17,Integr8,1495.42,595.64,BUNKERWORLD,2026-04-06
2021-10-10,8,Rotterdam,LSMGO,2513.52,669.47,1682726.23,Bunker One,1210.53,744.57,BUNKERWORLD,2026-04-06
2021-11-19,10,Santos,VLSFO,915.07,696.63,637465.21,Bunker One,973.45,1293.03,BUNKERWORLD,2026-04-06
2021-10-31,132,Singapore,LSMGO,125.9,559.22,70405.8,Integr8,1492.77,2618.14,BUNKERWORLD,2026-04-06
2021-12-16,142,Montreal,HFO,1203.28,374.14,450195.18,Bunker One,1904.43,1371.02,BUNKERWORLD,2026-04-06
2021-11-28,67,Shanghai,HFO,187.55,430.07,80659.63,World Fuel Services,676.85,2551.32,BUNKERWORLD,2026-04-06
2021-12-01,38,Houston,LSMGO,1611.43,604.3,973787.15,Bunker One,1965.93,1233.89,BUNKERWORLD,2026-04-06
2021-11-13,76,Rotterdam,VLSFO,586.5,670.79,393418.33,Integr8,1429.07,2805.62,BUNKERWORLD,2026-04-06
2021-11-02,146,Dubai,LSMGO,459.77,372.96,171475.82,Bunker One,1348.48,521.63,BUNKERWORLD,2026-04-06
2021-10-10,18,Houston,VLSFO,2210.34,814.03,1799283.07,World Fuel Services,1831.41,2764.59,BUNKERWORLD,2026-04-06
2021-10-18,81,Houston,VLSFO,962.94,807.99,778045.89,Bomin,940.46,796.74,BUNKERWORLD,2026-04-06
2021-12-07,52,Dubai,VLSFO,2258.07,603.36,1362429.12,Integr8,601.74,2873.99,BUNKERWORLD,2026-04-06
2021-12-17,113,Montreal,HFO,965.88,797.5,770289.3,Bunker One,1993.76,501.56,BUNKERWORLD,2026-04-06
2021-10-11,49,Shanghai,LSMGO,1864.77,781.74,1457765.3,Integr8,1018.76,2155.85,BUNKERWORLD,2026-04-06
2021-10-03,150,Singapore,VLSFO,1448.83,627.18,908677.2,Bunker One,347.33,2449.0,BUNKERWORLD,2026-04-06
2021-10-04,123,Shanghai,HFO,2071.86,478.98,992379.5,Bomin,229.05,651.46,BUNKERWORLD,2026-04-06
2021-09-30,25,Busan,HFO,557.08,640.13,356603.62,Bomin,1831.25,1271.59,BUNKERWORLD,2026-04-06
2021-10-20,122,Singapore,MGO,1589.76,801.7,1274510.59,Bomin,878.92,1310.2,BUNKERWORLD,2026-04-06
2021-11-01,52,Houston,VLSFO,1444.73,720.97,1041606.99,Bomin,319.51,1666.75,BUNKERWORLD,2026-04-06
2021-12-16,12,Rotterdam,LNG,731.13,665.65,486676.68,Integr8,138.65,2589.67,BUNKERWORLD,2026-04-06
2021-10-14,5,Rotterdam,HFO,2878.13,751.21,2162080.04,World Fuel Services,544.93,2061.41,BUNKERWORLD,2026-04-06
2021-10-16,71,Houston,MGO,1317.52,393.64,518628.57,Bomin,1038.43,1197.72,BUNKERWORLD,2026-04-06
2021-10-30,67,Shanghai,LSMGO,791.78,841.4,666203.69,Peninsula,768.33,1573.66,BUNKERWORLD,2026-04-06
2021-12-11,24,Santos,VLSFO,2247.04,684.43,1537941.59,Integr8,898.17,980.95,BUNKERWORLD,2026-04-06
2021-10-17,86,Busan,MGO,1909.26,700.76,1337933.04,Integr8,622.27,1134.49,BUNKERWORLD,2026-04-06
2021-10-15,99,Singapore,MGO,916.4,600.08,549913.31,World Fuel Services,151.41,783.16,BUNKERWORLD,2026-04-06
2021-11-25,76,Melbourne,HFO,2178.39,377.95,823322.5,Peninsula,924.02,2548.39,BUNKERWORLD,2026-04-06
2021-10-01,145,Dubai,LSMGO,2546.69,419.09,1067292.31,Bunker One,1148.25,2306.79,BUNKERWORLD,2026-04-06
2021-10-26,67,Busan,VLSFO,1088.58,768.0,836029.44,World Fuel Services,458.17,851.27,BUNKERWORLD,2026-04-06
2021-10-06,80,Montreal,MGO,1094.17,764.93,836963.46,Peninsula,1713.55,2701.83,BUNKERWORLD,2026-04-06
2021-11-26,147,Santos,VLSFO,1905.24,655.02,1247970.3,Bomin,750.76,2845.53,BUNKERWORLD,2026-04-06
2021-10-21,69,Shanghai,LNG,2809.21,370.36,1040419.02,World Fuel Services,369.71,925.89,BUNKERWORLD,2026-04-06
2021-10-22,27,Melbourne,LNG,625.46,503.05,314637.65,Peninsula,658.96,706.61,BUNKERWORLD,2026-04-06
2021-10-03,112,Shanghai,HFO,2636.97,657.17,1732937.57,Integr8,1623.63,1073.97,BUNKERWORLD,2026-04-06
2021-10-21,95,Singapore,LNG,460.78,802.64,369840.46,Bunker One,1909.16,604.36,BUNKERWORLD,2026-04-06
2021-11-21,33,Shanghai,LSMGO,1067.67,530.06,565929.16,Integr8,727.95,2462.05,BUNKERWORLD,2026-04-06
2021-12-08,93,Rotterdam,MGO,2813.23,599.44,1686362.59,World Fuel Services,1102.54,1848.31,BUNKERWORLD,2026-04-06
2021-11-02,6,Busan,MGO,2425.79,354.57,860112.36,World Fuel Services,1453.55,1872.25,BUNKERWORLD,2026-04-06
2021-12-20,48,Shanghai,LSMGO,2421.55,592.54,1434865.24,World Fuel Services,602.49,867.68,BUNKERWORLD,2026-04-06
2021-12-19,102,Houston,VLSFO,2461.47,680.36,1674685.73,World Fuel Services,1244.66,1611.73,BUNKERWORLD,2026-04-06
2021-12-23,145,Dubai,HFO,659.19,426.52,281157.72,Integr8,1182.76,1838.56,BUNKERWORLD,2026-04-06
2021-11-12,65,Singapore,LSMGO,2238.55,554.73,1241790.84,World Fuel Services,1485.94,2535.58,BUNKERWORLD,2026-04-06
2021-12-21,100,Shanghai,HFO,2248.07,733.68,1649364.0,World Fuel Services,501.63,1197.69,BUNKERWORLD,2026-04-06
2021-11-03,79,Santos,MGO,2766.16,507.94,1405043.31,Bomin,1010.77,1879.17,BUNKERWORLD,2026-04-06
2021-12-07,70,Shanghai,LNG,1240.32,543.79,674473.61,World Fuel Services,1784.9,1880.62,BUNKERWORLD,2026-04-06
2021-11-08,135,Houston,LNG,1653.24,838.77,1386688.11,Peninsula,370.95,549.23,BUNKERWORLD,2026-04-06
2021-10-05,55,Singapore,HFO,557.16,588.08,327654.65,Bunker One,483.11,2231.55,BUNKERWORLD,2026-04-06
2021-11-24,19,Busan,LNG,1826.39,768.22,1403069.33,Integr8,1752.51,2442.51,BUNKERWORLD,2026-04-06
2021-12-18,114,Santos,MGO,233.86,427.05,99869.91,Integr8,1688.37,738.51,BUNKERWORLD,2026-04-06
2021-11-07,107,Shanghai,LNG,830.8,502.13,417169.6,Bomin,315.33,2584.49,BUNKERWORLD,2026-04-06
2021-12-14,49,Dubai,HFO,2649.82,419.16,1110698.55,Bunker One,803.77,2556.51,BUNKERWORLD,2026-04-06
2021-10-24,7,Dubai,HFO,1444.09,419.97,606474.48,Bomin,844.54,2341.89,BUNKERWORLD,2026-04-06
2021-12-22,132,Busan,MGO,352.1,438.64,154445.14,Bomin,540.21,1026.75,BUNKERWORLD,2026-04-06
2021-10-19,113,Hamburg,LSMGO,815.91,634.65,517817.28,Bunker One,1822.71,2723.68,BUNKERWORLD,2026-04-06
2021-12-18,118,Busan,MGO,2111.0,682.15,1440018.65,Integr8,852.47,2613.08,BUNKERWORLD,2026-04-06
2021-12-06,64,Shanghai,HFO,869.18,815.46,708781.52,Integr8,1669.57,1927.79,BUNKERWORLD,2026-04-06
2021-10-30,83,Hamburg,HFO,512.1,463.99,237609.28,World Fuel Services,1697.84,979.34,BUNKERWORLD,2026-04-06
2021-11-03,89,Hamburg,LSMGO,1099.14,415.79,457011.42,Peninsula,863.9,1247.13,BUNKERWORLD,2026-04-06
2021-12-06,129,Rotterdam,VLSFO,2261.58,730.15,1651292.64,Integr8,844.98,1695.15,BUNKERWORLD,2026-04-06
2021-10-06,17,Dubai,LNG,2473.94,410.0,1014315.4,Bunker One,1780.93,1447.53,BUNKERWORLD,2026-04-06
2021-11-01,42,Singapore,VLSFO,926.13,613.47,568152.97,Bunker One,233.96,974.07,BUNKERWORLD,2026-04-06
2021-11-28,133,Santos,HFO,2411.02,470.69,1134843.0,Peninsula,911.99,1889.6,BUNKERWORLD,2026-04-06
2021-12-06,25,Hamburg,VLSFO,752.59,589.7,443802.32,World Fuel Services,1742.16,1778.78,BUNKERWORLD,2026-04-06
2021-12-26,115,Hamburg,MGO,2693.75,630.82,1699271.38,Integr8,350.94,1331.18,BUNKERWORLD,2026-04-06
2021-10-21,8,Rotterdam,HFO,475.86,709.08,337422.81,Peninsula,1322.5,2357.35,BUNKERWORLD,2026-04-06
2021-11-21,64,Santos,MGO,2560.54,475.94,1218663.41,World Fuel Services,1150.23,2974.54,BUNKERWORLD,2026-04-06
2021-10-15,46,Busan,HFO,576.27,706.42,407088.65,Peninsula,880.74,2093.96,BUNKERWORLD,2026-04-06
2021-10-19,35,Hamburg,LSMGO,1818.18,563.23,1024053.52,World Fuel Services,1845.68,1507.22,BUNKERWORLD,2026-04-06
2021-12-22,108,Dubai,LNG,509.33,377.33,192185.49,Bunker One,102.69,1060.21,BUNKERWORLD,2026-04-06
2021-12-26,90,Shanghai,HFO,979.85,635.3,622498.7,Bomin,108.25,1721.19,BUNKERWORLD,2026-04-06
2021-10-25,58,Shanghai,VLSFO,619.8,437.15,270945.57,World Fuel Services,162.18,2935.95,BUNKERWORLD,2026-04-06
2021-12-01,43,Hamburg,LSMGO,1880.51,407.86,766984.81,Bomin,1126.33,2736.53,BUNKERWORLD,2026-04-06
